Category,week_start,weekly_revenue,weekly_units,rolling_4wk_avg_revenue,revenue_vs_prior_4wk,is_partial_week
Garden & Outdoor,2025-07-28,36440.09,1005,39269.38,0.92,False
Garden & Outdoor,2025-08-04,24559.63,806,34373.43,0.63,False
Garden & Outdoor,2025-08-11,25316.4,844,31444.94,0.74,False
Garden & Outdoor,2025-08-18,26575.8,820,28222.98,0.85,False
Garden & Outdoor,2025-08-25,33098.87,950,27387.68,1.17,False
Garden & Outdoor,2025-09-01,26622.73,794,27903.45,0.97,False
Garden & Outdoor,2025-09-08,29707.62,913,29001.25,1.06,False
Garden & Outdoor,2025-09-15,28775.42,899,29551.16,0.99,False
Garden & Outdoor,2025-09-22,32599.19,958,29426.24,1.1,False
Garden & Outdoor,2025-09-29,33070.86,1027,31038.27,1.12,False
Garden & Outdoor,2025-10-06,27853.23,950,30574.68,0.9,False
Garden & Outdoor,2025-10-13,32210.76,1005,31433.51,1.05,False
Garden & Outdoor,2025-10-20,30288.11,939,30855.74,0.96,False
Garden & Outdoor,2025-10-27,26681.54,847,29258.41,0.86,False
Garden & Outdoor,2025-11-03,15185.87,468,26091.57,0.52,False
Garden & Outdoor,2025-11-10,14684.99,453,21710.13,0.56,False
Garden & Outdoor,2025-11-17,13019.32,400,17392.93,0.6,False
Garden & Outdoor,2025-11-24,19092.86,608,15495.76,1.1,False
Garden & Outdoor,2025-12-01,14471.01,431,15317.05,0.93,False
Garden & Outdoor,2025-12-08,11515.28,339,14524.62,0.75,False
Garden & Outdoor,2025-12-15,14489.6,468,14892.19,1.0,False
Garden & Outdoor,2025-12-22,11161.67,373,12909.39,0.75,False
Garden & Outdoor,2025-12-29,4722.97,134,10472.38,0.37,True
Gifts & Seasonal,2024-01-01,11679.42,756,11679.42,,False
Gifts & Seasonal,2024-01-08,9733.86,710,10706.64,0.83,False
Gifts & Seasonal,2024-01-15,11445.41,866,10952.9,1.07,False
Gifts & Seasonal,2024-01-22,12145.29,866,11251.0,1.11,False
Gifts & Seasonal,2024-01-29,17059.82,1164,12596.1,1.52,False
Gifts & Seasonal,2024-02-05,18007.06,1316,14664.4,1.43,False
Gifts & Seasonal,2024-02-12,19182.46,1272,16598.66,1.31,False
Gifts & Seasonal,2024-02-19,18263.51,1392,18128.21,1.1,False
Gifts & Seasonal,2024-02-26,19874.4,1429,18831.86,1.1,False
Gifts & Seasonal,2024-03-04,19299.38,1343,19154.94,1.02,False
Gifts & Seasonal,2024-03-11,20660.11,1463,19524.35,1.08,False
Gifts & Seasonal,2024-03-18,21521.6,1394,20338.87,1.1,False
Gifts & Seasonal,2024-03-25,19842.14,1301,20330.81,0.98,False
Gifts & Seasonal,2024-04-01,19309.72,1359,20333.39,0.95,False
Gifts & Seasonal,2024-04-08,18116.24,1280,19697.43,0.89,False
Gifts & Seasonal,2024-04-15,19535.33,1373,19200.86,0.99,False
Gifts & Seasonal,2024-04-22,17920.94,1268,18720.56,0.93,False
Gifts & Seasonal,2024-04-29,20857.4,1525,19107.48,1.11,False
Gifts & Seasonal,2024-05-06,21373.88,1640,19921.89,1.12,False
Gifts & Seasonal,2024-05-13,20850.97,1462,20250.8,1.05,False
Gifts & Seasonal,2024-05-20,22833.56,1431,21478.95,1.13,False
Gifts & Seasonal,2024-05-27,22112.99,1585,21792.85,1.03,False
Gifts & Seasonal,2024-06-03,19644.49,1466,21360.5,0.9,False
Gifts & Seasonal,2024-06-10,20104.14,1392,21173.8,0.94,False
Gifts & Seasonal,2024-06-17,19163.55,1343,20256.29,0.91,False
Gifts & Seasonal,2024-06-24,18920.3,1250,19458.12,0.93,False
Gifts & Seasonal,2024-07-01,18779.73,1304,19241.93,0.97,False
Gifts & Seasonal,2024-07-08,20281.7,1402,19286.32,1.05,False
Gifts & Seasonal,2024-07-15,18095.44,1289,19019.29,0.94,False
Gifts & Seasonal,2024-07-22,20655.69,1431,19453.14,1.09,False
Gifts & Seasonal,2024-07-29,21277.88,1533,20077.68,1.09,False
Gifts & Seasonal,2024-08-05,21141.77,1362,20292.7,1.05,False
Gifts & Seasonal,2024-08-12,18483.4,1257,20389.68,0.91,False
Gifts & Seasonal,2024-08-19,19600.55,1425,20125.9,0.96,False
Gifts & Seasonal,2024-08-26,21802.72,1461,20257.11,1.08,False
Gifts & Seasonal,2024-09-02,18796.29,1305,19670.74,0.93,False
Gifts & Seasonal,2024-09-09,19207.04,1392,19851.65,0.98,False
Gifts & Seasonal,2024-09-16,17972.56,1370,19444.65,0.91,False
Gifts & Seasonal,2024-09-23,19702.52,1361,18919.6,1.01,False
Gifts & Seasonal,2024-09-30,27510.4,1850,21098.13,1.45,False
Gifts & Seasonal,2024-10-07,25844.65,1851,22757.53,1.22,False
Gifts & Seasonal,2024-10-14,26014.96,1862,24768.13,1.14,False
Gifts & Seasonal,2024-10-21,28511.9,1955,26970.48,1.15,False
Gifts & Seasonal,2024-10-28,33967.23,2503,28584.69,1.26,False
Gifts & Seasonal,2024-11-04,36403.57,2676,31224.42,1.27,False
Gifts & Seasonal,2024-11-11,40443.91,3050,34831.65,1.3,False
Gifts & Seasonal,2024-11-18,41267.52,3043,38020.56,1.18,False
Gifts & Seasonal,2024-11-25,51402.93,3681,42379.48,1.35,False
Gifts & Seasonal,2024-12-02,58474.8,4137,47897.29,1.38,False
Gifts & Seasonal,2024-12-09,56366.71,3898,51877.99,1.18,False
Gifts & Seasonal,2024-12-16,189234.39,14055,88869.71,3.65,False
Gifts & Seasonal,2024-12-23,54170.49,3873,89561.6,0.61,False
Gifts & Seasonal,2024-12-30,21922.66,1477,80423.56,0.24,False
Gifts & Seasonal,2025-01-06,10283.74,724,68902.82,0.13,False
Gifts & Seasonal,2025-01-13,10660.75,745,24259.41,0.15,False
Gifts & Seasonal,2025-01-20,12176.61,805,13760.94,0.5,False
Gifts & Seasonal,2025-01-27,14595.24,1092,11929.09,1.06,False
Gifts & Seasonal,2025-02-03,19829.9,1305,14315.63,1.66,False
Gifts & Seasonal,2025-02-10,19172.16,1411,16443.48,1.34,False
Gifts & Seasonal,2025-02-17,23884.83,1578,19370.53,1.45,False
Gifts & Seasonal,2025-02-24,20398.47,1383,20821.34,1.05,False
Gifts & Seasonal,2025-03-03,19323.08,1316,20694.64,0.93,False
Gifts & Seasonal,2025-03-10,21099.48,1484,21176.47,1.02,False
Gifts & Seasonal,2025-03-17,22778.9,1532,20899.98,1.08,False
Gifts & Seasonal,2025-03-24,21471.39,1525,21168.21,1.03,False
Gifts & Seasonal,2025-03-31,19569.48,1392,21229.81,0.92,False
Gifts & Seasonal,2025-04-07,19539.88,1378,20839.91,0.92,False
Gifts & Seasonal,2025-04-14,18713.25,1401,19823.5,0.9,False
Gifts & Seasonal,2025-04-21,19132.51,1287,19238.78,0.97,False
Gifts & Seasonal,2025-04-28,21100.01,1441,19621.41,1.1,False
Gifts & Seasonal,2025-05-05,20159.37,1420,19776.28,1.03,False
Gifts & Seasonal,2025-05-12,23286.28,1573,20919.54,1.18,False
Gifts & Seasonal,2025-05-19,21104.57,1465,21412.56,1.01,False
Gifts & Seasonal,2025-05-26,20991.15,1595,21385.34,0.98,False
Gifts & Seasonal,2025-06-02,21012.18,1450,21598.55,0.98,False
Gifts & Seasonal,2025-06-09,18440.48,1276,20387.1,0.85,False
Gifts & Seasonal,2025-06-16,20199.2,1465,20160.75,0.99,False
Gifts & Seasonal,2025-06-23,18366.78,1264,19504.66,0.91,False
Gifts & Seasonal,2025-06-30,22008.46,1715,19753.73,1.13,False
Gifts & Seasonal,2025-07-07,22164.32,1471,20684.69,1.12,False
Gifts & Seasonal,2025-07-14,24305.1,1606,21711.17,1.18,False
Gifts & Seasonal,2025-07-21,20432.3,1356,22227.55,0.94,False
Gifts & Seasonal,2025-07-28,19935.29,1401,21709.25,0.9,False
Gifts & Seasonal,2025-08-04,18254.12,1227,20731.7,0.84,False
Gifts & Seasonal,2025-08-11,17800.33,1218,19105.51,0.86,False
Gifts & Seasonal,2025-08-18,19306.43,1371,18824.04,1.01,False
Gifts & Seasonal,2025-08-25,20094.11,1355,18863.75,1.07,False
Gifts & Seasonal,2025-09-01,22270.28,1629,19867.79,1.18,False
Gifts & Seasonal,2025-09-08,22453.97,1511,21031.2,1.13,False
Gifts & Seasonal,2025-09-15,22048.81,1595,21716.79,1.05,False
Gifts & Seasonal,2025-09-22,20912.75,1521,21921.45,0.96,False
Gifts & Seasonal,2025-09-29,26348.04,1887,22940.89,1.2,False
Gifts & Seasonal,2025-10-06,27680.28,2044,24247.47,1.21,False
Gifts & Seasonal,2025-10-13,27982.63,1947,25730.93,1.15,False
Gifts & Seasonal,2025-10-20,28277.92,1959,27572.22,1.1,False
Gifts & Seasonal,2025-10-27,37836.11,2706,30444.24,1.37,False
Gifts & Seasonal,2025-11-03,42940.78,3082,34259.36,1.41,False
Gifts & Seasonal,2025-11-10,40687.76,2906,37435.64,1.19,False
Gifts & Seasonal,2025-11-17,39503.58,2960,40242.06,1.06,False
Gifts & Seasonal,2025-11-24,52180.57,3488,43828.17,1.3,False
Gifts & Seasonal,2025-12-01,60864.62,4215,48309.13,1.39,False
Gifts & Seasonal,2025-12-08,54165.12,4101,51678.47,1.12,False
Gifts & Seasonal,2025-12-15,56499.54,3915,55927.46,1.09,False
Gifts & Seasonal,2025-12-22,59036.83,4110,57641.53,1.06,False
Gifts & Seasonal,2025-12-29,22622.03,1686,48080.88,0.39,True
Health & Wellness,2024-01-01,20512.82,1308,20512.82,,False
Health & Wellness,2024-01-08,19730.95,1213,20121.89,0.96,False
Health & Wellness,2024-01-15,18099.76,1075,19447.84,0.9,False
Health & Wellness,2024-01-22,19110.49,1090,19363.51,0.98,False
Health & Wellness,2024-01-29,16573.36,1004,18378.64,0.86,False
Health & Wellness,2024-02-05,15546.17,885,17332.45,0.85,False
Health & Wellness,2024-02-12,14756.06,878,16496.52,0.85,False
Health & Wellness,2024-02-19,16626.66,903,15875.56,1.01,False
Health & Wellness,2024-02-26,14070.92,776,15249.95,0.89,False
Health & Wellness,2024-03-04,12608.22,716,14515.47,0.83,False
Health & Wellness,2024-03-11,13626.98,789,14233.2,0.94,False
Health & Wellness,2024-03-18,13198.52,843,13376.16,0.93,False
Health & Wellness,2024-03-25,13326.96,823,13190.17,1.0,False
Health & Wellness,2024-04-01,16199.61,896,14088.02,1.23,False
Health & Wellness,2024-04-08,13032.4,771,13939.37,0.93,False
Health & Wellness,2024-04-15,12442.64,736,13750.4,0.89,False
Health & Wellness,2024-04-22,12249.83,808,13481.12,0.89,False
Health & Wellness,2024-04-29,13866.18,825,12897.76,1.03,False
Health & Wellness,2024-05-06,17535.3,979,14023.49,1.36,False
Health & Wellness,2024-05-13,14329.78,880,14495.27,1.02,False
Health & Wellness,2024-05-20,13269.96,873,14750.31,0.92,False
Health & Wellness,2024-05-27,13797.88,745,14733.23,0.94,False
Health & Wellness,2024-06-03,12922.48,784,13580.02,0.88,False
Health & Wellness,2024-06-10,12682.55,793,13168.22,0.93,False
Health & Wellness,2024-06-17,12424.46,722,12956.84,0.94,False
Health & Wellness,2024-06-24,12936.33,797,12741.46,1.0,False
Health & Wellness,2024-07-01,14510.79,876,13138.53,1.14,False
Health & Wellness,2024-07-08,12005.21,738,12969.2,0.91,False
Health & Wellness,2024-07-15,12283.66,767,12934.0,0.95,False
Health & Wellness,2024-07-22,14213.64,854,13253.33,1.1,False
Health & Wellness,2024-07-29,12226.92,735,12682.36,0.92,False
Health & Wellness,2024-08-05,15565.22,870,13572.36,1.23,False
Health & Wellness,2024-08-12,14161.23,876,14041.75,1.04,False
Health & Wellness,2024-08-19,15974.93,851,14482.07,1.14,False
Health & Wellness,2024-08-26,13142.94,803,14711.08,0.91,False
Health & Wellness,2024-09-02,13170.87,789,14112.49,0.9,False
Health & Wellness,2024-09-09,15908.97,866,14549.43,1.13,False
Health & Wellness,2024-09-16,14835.22,798,14264.5,1.02,False
Health & Wellness,2024-09-23,16898.66,909,15203.43,1.18,False
Health & Wellness,2024-09-30,14618.38,832,15565.31,0.96,False
Health & Wellness,2024-10-07,15869.93,870,15555.55,1.02,False
Health & Wellness,2024-10-14,15863.66,930,15812.66,1.02,False
Health & Wellness,2024-10-21,15087.96,909,15359.98,0.95,False
Health & Wellness,2024-10-28,13771.46,827,15148.25,0.9,False
Health & Wellness,2024-11-04,13502.93,851,14556.5,0.89,False
Health & Wellness,2024-11-11,14822.54,906,14296.22,1.02,False
Health & Wellness,2024-11-18,12540.18,810,13659.28,0.88,False
Health & Wellness,2024-11-25,18315.89,1118,14795.39,1.34,False
Health & Wellness,2024-12-02,15938.29,976,15404.23,1.08,False
Health & Wellness,2024-12-09,14602.6,928,15349.24,0.95,False
Health & Wellness,2024-12-16,13958.79,821,15703.89,0.91,False
Health & Wellness,2024-12-23,14089.23,867,14647.23,0.9,False
Health & Wellness,2024-12-30,21461.13,1268,16027.94,1.47,False
Health & Wellness,2025-01-06,21753.6,1259,17815.69,1.36,False
Health & Wellness,2025-01-13,22370.58,1237,19918.64,1.26,False
Health & Wellness,2025-01-20,20901.06,1170,21621.59,1.05,False
Health & Wellness,2025-01-27,20569.42,1181,21398.67,0.95,False
Health & Wellness,2025-02-03,16040.3,913,19970.34,0.75,False
Health & Wellness,2025-02-10,15923.51,1000,18358.57,0.8,False
Health & Wellness,2025-02-17,19008.47,1048,17885.43,1.04,False
Health & Wellness,2025-02-24,14368.98,831,16335.31,0.8,False
Health & Wellness,2025-03-03,18248.58,960,16887.39,1.12,False
Health & Wellness,2025-03-10,11957.19,717,15895.81,0.71,False
Health & Wellness,2025-03-17,15056.7,936,14907.86,0.95,False
Health & Wellness,2025-03-24,13314.17,790,14644.16,0.89,False
Health & Wellness,2025-03-31,14357.81,866,13671.47,0.98,False
Health & Wellness,2025-04-07,14901.22,944,14407.48,1.09,False
Health & Wellness,2025-04-14,15414.16,872,14496.84,1.07,False
Health & Wellness,2025-04-21,12289.57,744,14240.69,0.85,False
Health & Wellness,2025-04-28,13245.02,748,13962.49,0.93,False
Health & Wellness,2025-05-05,13716.17,878,13666.23,0.98,False
Health & Wellness,2025-05-12,16360.06,1005,13902.71,1.2,False
Health & Wellness,2025-05-19,14094.28,841,14353.88,1.01,False
Health & Wellness,2025-05-26,13794.77,843,14491.32,0.96,False
Health & Wellness,2025-06-02,15526.9,890,14944.0,1.07,False
Health & Wellness,2025-06-09,13214.6,757,14157.64,0.88,False
Health & Wellness,2025-06-16,14118.53,854,14163.7,1.0,False
Health & Wellness,2025-06-23,14685.68,884,14386.43,1.04,False
Health & Wellness,2025-06-30,14813.72,899,14208.13,1.03,False
Health & Wellness,2025-07-07,13976.04,893,14398.49,0.98,False
Health & Wellness,2025-07-14,14654.51,838,14532.49,1.02,False
Health & Wellness,2025-07-21,13167.57,795,14152.96,0.91,False
Health & Wellness,2025-07-28,12918.82,773,13679.24,0.91,False
Health & Wellness,2025-08-04,15223.16,934,13991.02,1.11,False
Health & Wellness,2025-08-11,14318.84,789,13907.1,1.02,False
Health & Wellness,2025-08-18,14510.29,871,14242.78,1.04,False
Health & Wellness,2025-08-25,15431.75,877,14871.01,1.08,False
Health & Wellness,2025-09-01,12839.06,752,14274.99,0.86,False
Health & Wellness,2025-09-08,14033.93,789,14203.76,0.98,False
Health & Wellness,2025-09-15,14548.65,827,14213.35,1.02,False
Health & Wellness,2025-09-22,15973.42,939,14348.77,1.12,False
Health & Wellness,2025-09-29,16824.97,1100,15345.24,1.17,False
Health & Wellness,2025-10-06,15353.76,891,15675.2,1.0,False
Health & Wellness,2025-10-13,16545.96,930,16174.53,1.06,False
Health & Wellness,2025-10-20,16421.53,984,16286.56,1.02,False
Health & Wellness,2025-10-27,15298.01,933,15904.82,0.94,False
Health & Wellness,2025-11-03,16055.87,1010,16080.34,1.01,False
Health & Wellness,2025-11-10,15733.35,933,15877.19,0.98,False
Health & Wellness,2025-11-17,14257.65,926,15336.22,0.9,False
Health & Wellness,2025-11-24,18153.1,1071,16049.99,1.18,False
Health & Wellness,2025-12-01,18258.22,1116,16600.58,1.14,False
Health & Wellness,2025-12-08,15514.2,961,16545.79,0.93,False
Health & Wellness,2025-12-15,13609.99,873,16383.88,0.82,False
Health & Wellness,2025-12-22,16688.89,1000,16017.82,1.02,False
Health & Wellness,2025-12-29,5625.59,375,12859.67,0.35,True
Home Décor,2024-01-01,19403.44,1554,19403.44,,False
Home Décor,2024-01-08,19737.53,1437,19570.49,1.02,False
Home Décor,2024-01-15,20176.64,1676,19772.54,1.03,False
Home Décor,2024-01-22,21600.03,1585,20229.41,1.09,False
Home Décor,2024-01-29,22403.0,1623,20979.3,1.11,False
Home Décor,2024-02-05,21595.54,1620,21443.8,1.03,False
Home Décor,2024-02-12,20671.33,1589,21567.48,0.96,False
Home Décor,2024-02-19,18716.46,1452,20846.58,0.87,False
Home Décor,2024-02-26,20180.92,1551,20291.06,0.97,False
Home Décor,2024-03-04,23788.41,1697,20839.28,1.17,False
Home Décor,2024-03-11,21268.53,1617,20988.58,1.02,False
Home Décor,2024-03-18,22898.81,1705,22034.17,1.09,False
Home Décor,2024-03-25,23562.72,1817,22879.62,1.07,False
Home Décor,2024-04-01,21609.27,1659,22334.83,0.94,False
Home Décor,2024-04-08,21888.67,1755,22489.87,0.98,False
Home Décor,2024-04-15,21421.37,1646,22120.51,0.95,False
Home Décor,2024-04-22,22019.27,1729,21734.65,1.0,False
Home Décor,2024-04-29,22183.92,1656,21878.31,1.02,False
Home Décor,2024-05-06,22864.72,1703,22122.32,1.05,False
Home Décor,2024-05-13,22065.87,1724,22283.45,1.0,False
Home Décor,2024-05-20,21724.34,1650,22209.71,0.97,False
Home Décor,2024-05-27,24080.1,1744,22683.76,1.08,False
Home Décor,2024-06-03,22917.28,1787,22696.9,1.01,False
Home Décor,2024-06-10,24702.42,1853,23356.04,1.09,False
Home Décor,2024-06-17,23627.71,1692,23831.88,1.01,False
Home Décor,2024-06-24,24083.16,1836,23832.64,1.01,False
Home Décor,2024-07-01,23320.64,1831,23933.48,0.98,False
Home Décor,2024-07-08,23189.84,1785,23555.34,0.97,False
Home Décor,2024-07-15,24565.17,1813,23789.7,1.04,False
Home Décor,2024-07-22,22849.29,1796,23481.24,0.96,False
Home Décor,2024-07-29,23325.13,1785,23482.36,0.99,False
Home Décor,2024-08-05,23864.27,1828,23650.97,1.02,False
Home Décor,2024-08-12,23549.24,1801,23396.98,1.0,False
Home Décor,2024-08-19,24201.49,1855,23735.03,1.03,False
Home Décor,2024-08-26,25278.83,1881,24223.46,1.07,False
Home Décor,2024-09-02,22638.32,1654,23916.97,0.93,False
Home Décor,2024-09-09,23455.33,1829,23893.49,0.98,False
Home Décor,2024-09-16,24207.76,1813,23895.06,1.01,False
Home Décor,2024-09-23,22013.94,1717,23078.84,0.92,False
Home Décor,2024-09-30,23114.35,1813,23197.85,1.0,False
Home Décor,2024-10-07,23387.15,1766,23180.8,1.01,False
Home Décor,2024-10-14,24791.43,1833,23326.72,1.07,False
Home Décor,2024-10-21,24608.72,2033,23975.41,1.05,False
Home Décor,2024-10-28,24134.04,1832,24230.34,1.01,False
Home Décor,2024-11-04,25104.73,1952,24659.73,1.04,False
Home Décor,2024-11-11,23025.44,1798,24218.23,0.93,False
Home Décor,2024-11-18,25536.02,2047,24450.06,1.05,False
Home Décor,2024-11-25,28180.46,2188,25461.66,1.15,False
Home Décor,2024-12-02,27554.66,2106,26074.15,1.08,False
Home Décor,2024-12-09,25742.93,2029,26753.52,0.99,False
Home Décor,2024-12-16,20994.15,1584,25618.05,0.78,False
Home Décor,2024-12-23,22627.18,1765,24229.73,0.88,False
Home Décor,2024-12-30,24359.54,1783,23430.95,1.01,False
Home Décor,2025-01-06,22959.6,1642,22735.12,0.98,False
Home Décor,2025-01-13,22595.05,1708,23135.34,0.99,False
Home Décor,2025-01-20,22264.86,1752,23044.76,0.96,False
Home Décor,2025-01-27,23786.32,1897,22901.46,1.03,False
Home Décor,2025-02-03,24401.7,1867,23261.98,1.07,False
Home Décor,2025-02-10,19601.24,1499,22513.53,0.84,False
Home Décor,2025-02-17,23392.32,1771,22795.4,1.04,False
Home Décor,2025-02-24,25570.32,1834,23241.4,1.12,False
Home Décor,2025-03-03,25992.42,1996,23639.08,1.12,False
Home Décor,2025-03-10,25974.23,1886,25232.32,1.1,False
Home Décor,2025-03-17,26718.41,1847,26063.85,1.06,False
Home Décor,2025-03-24,25075.43,2002,25940.12,0.96,False
Home Décor,2025-03-31,21885.37,1648,24913.36,0.84,False
Home Décor,2025-04-07,25512.19,1962,24797.85,1.02,False
Home Décor,2025-04-14,24584.39,1921,24264.35,0.99,False
Home Décor,2025-04-21,22261.27,1626,23560.81,0.92,False
Home Décor,2025-04-28,21579.58,1569,23484.36,0.92,False
Home Décor,2025-05-05,22949.48,1798,22843.68,0.98,False
Home Décor,2025-05-12,24894.76,1767,22921.27,1.09,False
Home Décor,2025-05-19,25505.61,1850,23732.36,1.11,False
Home Décor,2025-05-26,23788.92,1747,24284.69,1.0,False
Home Décor,2025-06-02,26237.23,1929,25106.63,1.08,False
Home Décor,2025-06-09,22694.99,1726,24556.69,0.9,False
Home Décor,2025-06-16,22253.45,1669,23743.65,0.91,False
Home Décor,2025-06-23,26025.56,1958,24302.81,1.1,False
Home Décor,2025-06-30,25495.64,1834,24117.41,1.05,False
Home Décor,2025-07-07,22697.95,1660,24118.15,0.94,False
Home Décor,2025-07-14,23269.11,1702,24372.07,0.96,False
Home Décor,2025-07-21,23198.75,1826,23665.36,0.95,False
Home Décor,2025-07-28,22661.51,1715,22956.83,0.96,False
Home Décor,2025-08-04,20527.28,1505,22414.16,0.89,False
Home Décor,2025-08-11,21332.61,1662,21930.04,0.95,False
Home Décor,2025-08-18,23095.98,1683,21904.34,1.05,False
Home Décor,2025-08-25,24979.85,1883,22483.93,1.14,False
Home Décor,2025-09-01,24455.78,1719,23466.06,1.09,False
Home Décor,2025-09-08,22700.97,1755,23808.15,0.97,False
Home Décor,2025-09-15,22959.45,1741,23774.01,0.96,False
Home Décor,2025-09-22,24351.74,1812,23616.99,1.02,False
Home Décor,2025-09-29,24819.01,1888,23707.79,1.05,False
Home Décor,2025-10-06,24301.12,1883,24107.83,1.03,False
Home Décor,2025-10-13,27448.33,2026,25230.05,1.14,False
Home Décor,2025-10-20,24065.99,2003,25158.61,0.95,False
Home Décor,2025-10-27,28897.78,2058,26178.31,1.15,False
Home Décor,2025-11-03,26664.74,2124,26769.21,1.02,False
Home Décor,2025-11-10,25456.03,1984,26271.14,0.95,False
Home Décor,2025-11-17,26212.94,1919,26807.87,1.0,False
Home Décor,2025-11-24,32392.06,2505,27681.44,1.21,False
Home Décor,2025-12-01,29920.83,2332,28495.47,1.08,False
Home Décor,2025-12-08,24978.09,1891,28375.98,0.88,False
Home Décor,2025-12-15,26621.39,2143,28478.09,0.94,False
Home Décor,2025-12-22,26836.1,2048,27089.1,0.94,False
Home Décor,2025-12-29,9828.82,721,22066.1,0.36,True
Kitchen & Dining,2024-01-01,27907.48,1786,27907.48,,False
Kitchen & Dining,2024-01-08,26019.55,1838,26963.52,0.93,False
Kitchen & Dining,2024-01-15,24563.74,1663,26163.59,0.91,False
Kitchen & Dining,2024-01-22,25818.72,1778,26077.37,0.99,False
Kitchen & Dining,2024-01-29,25426.78,1800,25457.2,0.98,False
Kitchen & Dining,2024-02-05,23818.94,1677,24907.05,0.94,False
Kitchen & Dining,2024-02-12,28337.15,1780,25850.4,1.14,False
Kitchen & Dining,2024-02-19,25145.83,1783,25682.18,0.97,False
Kitchen & Dining,2024-02-26,27192.5,1822,26123.61,1.06,False
Kitchen & Dining,2024-03-04,29283.93,1913,27489.85,1.12,False
Kitchen & Dining,2024-03-11,28043.81,1855,27416.52,1.02,False
Kitchen & Dining,2024-03-18,31260.4,2051,28945.16,1.14,False
Kitchen & Dining,2024-03-25,30123.0,1969,29677.79,1.04,False
Kitchen & Dining,2024-04-01,29887.5,1957,29828.68,1.01,False
Kitchen & Dining,2024-04-08,32091.17,2083,30840.52,1.08,False
Kitchen & Dining,2024-04-15,27737.62,1944,29959.82,0.9,False
Kitchen & Dining,2024-04-22,30832.89,2034,30137.3,1.03,False
Kitchen & Dining,2024-04-29,27811.75,1926,29618.36,0.92,False
Kitchen & Dining,2024-05-06,28912.79,1981,28823.76,0.98,False
Kitchen & Dining,2024-05-13,30147.98,2012,29426.35,1.05,False
Kitchen & Dining,2024-05-20,31088.94,2060,29490.37,1.06,False
Kitchen & Dining,2024-05-27,28340.82,2073,29622.63,0.96,False
Kitchen & Dining,2024-06-03,28381.69,1985,29489.86,0.96,False
Kitchen & Dining,2024-06-10,29264.08,2213,29268.88,0.99,False
Kitchen & Dining,2024-06-17,27644.15,2003,28407.68,0.94,False
Kitchen & Dining,2024-06-24,27814.75,1849,28276.17,0.98,False
Kitchen & Dining,2024-07-01,29636.02,2078,28589.75,1.05,False
Kitchen & Dining,2024-07-08,28800.88,2034,28473.95,1.01,False
Kitchen & Dining,2024-07-15,28586.81,2004,28709.62,1.0,False
Kitchen & Dining,2024-07-22,31937.31,2039,29740.26,1.11,False
Kitchen & Dining,2024-07-29,30427.57,2095,29938.14,1.02,False
Kitchen & Dining,2024-08-05,29294.71,2035,30061.6,0.98,False
Kitchen & Dining,2024-08-12,28949.24,1954,30152.21,0.96,False
Kitchen & Dining,2024-08-19,29791.24,2046,29615.69,0.99,False
Kitchen & Dining,2024-08-26,31080.02,2243,29778.8,1.05,False
Kitchen & Dining,2024-09-02,27931.24,1862,29437.94,0.94,False
Kitchen & Dining,2024-09-09,29041.79,1867,29461.07,0.99,False
Kitchen & Dining,2024-09-16,31664.29,2097,29929.34,1.07,False
Kitchen & Dining,2024-09-23,27768.49,1843,29101.45,0.93,False
Kitchen & Dining,2024-09-30,31858.74,2186,30083.33,1.09,False
Kitchen & Dining,2024-10-07,37876.33,2526,32291.96,1.26,False
Kitchen & Dining,2024-10-14,30613.4,2088,32029.24,0.95,False
Kitchen & Dining,2024-10-21,32090.03,2188,33109.63,1.0,False
Kitchen & Dining,2024-10-28,33913.64,2435,33623.35,1.02,False
Kitchen & Dining,2024-11-04,39679.73,2732,34074.2,1.18,False
Kitchen & Dining,2024-11-11,40885.84,2927,36642.31,1.2,False
Kitchen & Dining,2024-11-18,40543.68,2838,38755.72,1.11,False
Kitchen & Dining,2024-11-25,45040.37,3212,41537.41,1.16,False
Kitchen & Dining,2024-12-02,43235.09,3069,42426.24,1.04,False
Kitchen & Dining,2024-12-09,43448.37,3132,43066.88,1.02,False
Kitchen & Dining,2024-12-16,38262.03,2432,42496.47,0.89,False
Kitchen & Dining,2024-12-23,41030.61,2623,41494.02,0.97,False
Kitchen & Dining,2024-12-30,35082.23,2342,39455.81,0.85,False
Kitchen & Dining,2025-01-06,30074.07,2033,36112.24,0.76,False
Kitchen & Dining,2025-01-13,26345.14,1910,33133.01,0.73,False
Kitchen & Dining,2025-01-20,29524.96,2058,30256.6,0.89,False
Kitchen & Dining,2025-01-27,28426.59,1894,28592.69,0.94,False
Kitchen & Dining,2025-02-03,30116.18,2261,28603.22,1.05,False
Kitchen & Dining,2025-02-10,26181.99,1778,28562.43,0.92,False
Kitchen & Dining,2025-02-17,27975.75,2081,28175.13,0.98,False
Kitchen & Dining,2025-02-24,32305.75,1989,29144.92,1.15,False
Kitchen & Dining,2025-03-03,30192.88,1955,29164.09,1.04,False
Kitchen & Dining,2025-03-10,32610.78,2105,30771.29,1.12,False
Kitchen & Dining,2025-03-17,31494.22,2300,31650.91,1.02,False
Kitchen & Dining,2025-03-24,29155.56,2038,30863.36,0.92,False
Kitchen & Dining,2025-03-31,29994.25,2074,30813.7,0.97,False
Kitchen & Dining,2025-04-07,33429.29,2163,31018.33,1.08,False
